title,price_cleaned,bedrooms_cleaned,location_clean,post_time_category
APARTMENT FOR RENT YONKERS NY,3161,1,yonkers,longer than a month but within six months
APARTMENT FOR RENT/ SE RENTA APARTMENTO,1800,1,howard beach,longer than a month but within six months
APARTMENT WITH BALCONY BY ASTORIA PARK,2100,1,astoria,longer than a month but within six months
APARTMENTO RENOVADO DE 2 HABITACIONES,1795,1,bronx,longer than a month but within six months
APARTMENTS AVAILABLE!!!,3200,1,bronx,longer than a month but within six months
"APARTMENTS FOR RENT IN THE BRONX, FAST APPROVALS!!!",100,1,bronx,longer than a month but within six months
APATAMENTO 3 DORMITORIOS 56 AV Y VANCLEEF ST,2950,1,queens,longer than a month but within six months
APATAMENTO 3 DORMITORIOS 56 AV Y VANCLEEF ST CORONA QUEENS NY,2800,1,corona,longer than a month but within six months
APATAMENTO 3 DORMITORIOS 56AV Y VANCLEEF ST CORONA,2800,1,corona,longer than a month but within six months
APRTAMENTO PARA RENTAR,2600,1,corona,longer than a month but within six months
APT. DE 2 DORMITORIOS PRIMER PISO BUILDING,2300,1,"cerca del hospital montefiore, bronx, ny",longer than a month but within six months
APT/BLDG/LOC “FABULOUS!” ELEV/LNDRY-NICE(RENOV)STUDIO-BRKFST BAR-SS-DW,2500,1,east village,longer than a month but within six months
ARTIST DREAM,3545,1,brooklyn,longer than a month but within six months
ARTIST LOFT *2470 SQ. FT* Large Windows **Great for large Group,5800,1,buschwick,longer than a month but within six months
ARTIST LOFT 🔥 *2470 SQ. FT* Large Windows **Great for large Group,5800,1,buschwick,longer than a month but within six months
ARTSY LOFT,2750,1,brooklyn,longer than a month but within six months
ASAP MOVE IN! Roommate Call! Lux building/GYM/ROOF/PARKING/Near park,1325,1,crown heights,longer than a month but within six months
ASAP MOVE!  Roommate Call!! Lux building/ GYM/ROOF/PARKING/Near park!!,1325,1,crown heights,longer than a month but within six months
ASAP MOVE! Roommate Call!! Lux building/ GYM/ROOF/PARKING/Near park!!,1325,1,crown heights,longer than a month but within six months
ASAP MOVE ► NO FEE ► BACK YARD + 2 BED!,2775,1,dekalb,longer than a month but within six months
ASAP MOVE ► NO FEE ► BACK YARD + DEKALB L,2650,1,buschwick,longer than a month but within six months
ASAP MOVE ► STUDIO ► HEAT HOT WATER AND GAS INCLUDED,1600,1,7 train - 40th st,longer than a month but within six months
AVAIL. NOW! 900 SF 1 BED WITH BALCONY*DOORMAN*SOUTH/EAST VIEWS,4500,1,financial district,longer than a month but within six months
"AWESOME 1 BED 1 BATH IN PRIME WILLIAMSBURG! *GYM,LAUNDRY,LOUNGE ROOM*",3200,1,williamsburg,longer than a month but within six months
AWESOME 2 BED 1.5 BATH NEAR IRVING SQUARE PARK!,2900,1,buschwick,longer than a month but within six months
AWESOME 2-3 BEDROOM APARTMENT,2350,1,new york,longer than a month but within six months
AWESOME 3 BED 2 BATH DUPLEX IN A LUXURY BUILDING! *GYM* *LAUNDRY*,3600,3,ridgewood,longer than an hour but within a day
AWESOME BRIGHT KIPS BAY STUDIO STUNNER___PRIME LOCATION - A STEAL!,2495,1,murray hill,longer than a month but within six months
AWESOME BRIGHT SOHO TRUE 1 BED STUNNER___LNDRY BLDG - PRIME LOCATION!,3795,1,soho,longer than a month but within six months
AWESOME BRIGHT WV TRUE 1 BED STUNNER + W/D IN UNIT - A STEAL!!!,3595,1,west village,longer than a month but within six months
AWESOME DESIGN TOUCHES IN AN AMENITY RICH BUILDING FEATURING,5800,1,greenpoint,longer than a month but within six months
Absolutely MASSIVE 2nd floor apartment. No Fee!,4700,1,bed stuy,longer than a month but within six months
Actual photos – large rooms — available on the first – no fee ,3300,1,buschwick,longer than a month but within six months
Actual photos – outdoor space — available on the first – no fee ,2650,1,buschwick,longer than a month but within six months
"Actually Spacious 3 bed + Office, w Private Roof-deck :)",3400,1,crown heights,longer than a month but within six months
Affordable Cozy Studio in Washington Heights,1850,1,inwood,longer than a month but within six months
Affordable furnished and sunny 1 bedroom apt - short-term sublet,1432,1,harlem,longer than a month but within six months
Alcove Studio w/ Private Balcony Washer & Dryer & Dishwasher By Park,2442,1,prospect park,longer than a month but within six months
Alcove Studio | Hell's Kitchen | W/D | Walk in Closet | Central AC,4620,1,midtown,longer than a month but within six months
"All Amenities Building 2 Bed, Flex 3 beds, 1 Bath, No Fee",3500,2,buschwick,longer than an hour but within a day
All Included 2 Bedrooms Apt. for  Rent,2400,1,bronx,longer than a month but within six months
All New Charming Spacious Apt in a Great Location,3250,1,rego park,longer than a month but within six months
All New Condo - 24/7 Doorman & Gym,4700,1,midtown,longer than a month but within six months
All Utilities Included - Balcony and Next to 4/5/6 Train,1573,1,east hampton,longer than a month but within six months
Alquiler de 1 Bedroom with Parking recién renovado,1850,1,yonkers,longer than a month but within six months
Amazing 1 BR/ HUESPACE/open kitchen/closet /great location,3600,1,murray hill,longer than a month but within six months
Amazing 1 Bed in Carroll Gardens,2800,1,brooklyn,longer than a month but within six months
Amazing 1 Bed in Luxury Building,2930,1,plg,longer than a month but within six months
Amazing 1 bed duplex with extra home office in the heart of Bed-Stuy!,3300,1,bed stuy,longer than a month but within six months
Amazing 1 bed duplex/flex 2 bed/Gym/Converted school/roof/lounge/ac/,4300,1,greenpoint,longer than a month but within six months
Amazing 1 bedroom located in the hearth of the UWS,4494,1,upper west side,longer than a month but within six months
Amazing 2 Bed 1 Bath available now!,2030,1,brownsville,longer than a month but within six months
Amazing 2 Bedroom Apartment with separate Home Office,2500,1,bensonhurst,longer than a month but within six months
Amazing 2 Bedroom Available... Showing this Weekend!,2650,1,buschwick,longer than a month but within six months
"Amazing 2 bed with in unit laundry, hardwood floors",2700,1,buschwick,longer than a month but within six months
Amazing 2 bedroom apartment with two private outdoor spaces available,3400,1,brooklyn,longer than a month but within six months
Amazing 3 Bedrooms apartment for rent,2900,1,yonkers,longer than a month but within six months
Amazing 3 bdr*Laundry*Elevator*sh backyard*no fee,5995,1,east village,longer than a month but within six months
Amazing 3 bedroom apartment with huge private terrace!,6765,1,williamsburg,longer than a month but within six months
Amazing Apartment in the Heart of The Financial District WOW!,3100,2,financial district,within an hour
Amazing Deal on a Rent Stabilized Apartment,2200,1,buschwick,longer than a month but within six months
Amazing Flatbush 3 Br 1.5 Bath-- HUGE WINDOWS,3304,1,flatbush,longer than a month but within six months
Amazing Furnished charming studio located in of Chelsea. Luxury Buildi,2700,1,chelsea,longer than a month but within six months
Amazing Huge 2BR/ washer/dryer / near transpotation,2999,1,ditmars,longer than a month but within six months
Amazing Studio for Rent less then 30 seconds to 7 Train,1600,1,sunnyside,longer than a month but within six months
Amazing Studio for rent Across from 7 train,1600,1,sunnyside,longer than a month but within six months
"Amazing Studio in a DM, Elevator, Condo Finishes in  FiDi.",2800,1,financial district,longer than a month but within six months
Amazing Sunny furnished 2 bed 2 bath corner unit with w/d in unit,5450,1,williamsburg,longer than a month but within six months
Amazing Williamsburg location,4000,1,williamsburg,longer than a month but within six months
Amazing _ Newly renovated_Spacious_ 2 Room Studio_Near Prospect Park,1999,1,park slope,longer than a month but within six months
Amazing _ Newly renovated_Spacious_ Junior 1BR_Near Prospect Park,1999,1,park slope,longer than a month but within six months
Amazing and very SUNNY 4 bedrooms 3 baths duplex apt PLUS MASSIVE FINI,5950,1,bed stuy,longer than a month but within six months
Amazing and very SUNNY 5 bedrooms 3 baths duplex apt PLUS MASSIVE FINI,5950,1,bed stuy,longer than a month but within six months
Amazing apartment in Brooklyn (Bushwick/Ridgewood),3500,1,ridgewood,longer than a month but within six months
Amazing chance to live in prime location Greenpoint,4615,1,greenpoint,longer than a month but within six months
Amazing deal 4 Bed 2 Full Baths Washer Dryer,3300,1,ridgewood,longer than a month but within six months
Amazing deal for this 1 bedroom in prime location,3050,1,upper west side,longer than a month but within six months
Amazing deal on a 2 bed apt in Williamsburg!,2750,1,brooklyn,longer than a month but within six months
Amazing deal on a 4 Bed 2 Bath w Laundry in Bushwick!,3400,1,buschwick,longer than a month but within six months
Amazing deal on a brand new apt in Sunset Park! Private backyard!,3399,1,brooklyn,longer than a month but within six months
"Amazing location – supermarket, restaurants, bars",3300,1,crown heights,longer than a month but within six months
Amazing luxury building in the heart of Williamsburg!,4645,1,williamsburg,longer than a month but within six months
Amazing rooftop views in the heart of east village available ASAP,2500,1,east village,longer than a month but within six months
Amazing studio upper west side top floor - NO BROKER FEE,2475,1,upper east side,longer than a month but within six months
"Amazing views and serene living can be yours! 1 Bd, 1 Ba, 768 SqFt!",2080,1,stamford,longer than a month but within six months
Amazing_Newly renovated_King Size 2Br _ Near Prospect Park,2999,1,prospect heights,longer than a month but within six months
Apartament d 2 cuartos  2500,2500,1,queens,longer than a month but within six months
Apartamento,2500,1,mount vernon,longer than a month but within six months
Apartamento 1 dormitorio,2000,1,fresh meadows,longer than a month but within six months
Apartamento 1 dormitorio 1 baño,2200,1,oakland gardens,longer than a month but within six months
Apartamento 1 dormitorios,2000,1,brooklyn,longer than a month but within six months
Apartamento 2 dormitorio,1600,1,fresh meadows,longer than a month but within six months
Apartamento 2 dormitorios,2400,1,whitestone,longer than a month but within six months
Apartamento 2 dormitorios y sala,2800,1,greenwich,longer than a month but within six months
Apartamento 2 habitaciónes 1baños,2400,1,ozone park,longer than a month but within six months
Apartamento 3 dormitorios 1 baño,2200,1,flushing,longer than a month but within six months
Apartamento 3 dormitorios 2 baños,2650,1,college point,longer than a month but within six months
Apartamento 3 dormitorios1.5 baños,2850,1,flushing,longer than a month but within six months
Apartamento 3 habitación 1 baño,3000,1,corona,longer than a month but within six months
Apartamento 3 habitaciónes,2500,1,maspeth,longer than a month but within six months
Apartamento 3 habitaciónes 2 baños,3200,1,ozone park,longer than a month but within six months
Apartamento de Renta,1350,1,jamaica,longer than a month but within six months
Apartamento de un dormitorio,1650,1,brooklyn,longer than a month but within six months
"Apartamentos, Locales, Medical Offices  y Oficinas para la Renta",3500,1,jackson heights,longer than a month but within six months
Apartmen for Rent,1800,1,yonkers,longer than a month but within six months
Apartment -  Two  Bdrms,2400,1,yonkers,longer than a month but within six months
Apartment 2 bedroom Greenwich Ct,3650,1,greenwich,longer than a month but within six months
Apartment For Rent,1600,1,staten island,longer than a month but within six months
Apartment For Rent 1026 2nd ave apt 3f,2850,1,sutton place,longer than a month but within six months
Apartment For Rentals. Alquiler Renta,1950,1,yonkers,longer than a month but within six months
Apartment Rentals,2400,1,yonkers,longer than a month but within six months
Apartment Three bed room,2800,1,bellerose,longer than a month but within six months
Apartment With Exposed Brick Right Off Jefferson L,4124,1,buschwick,longer than a month but within six months
Apartment With Exposed Brick and High Ceilings,2900,1,buschwick,longer than a month but within six months
Apartment With Large Living Room and Lots of Character,3200,1,williamsburg,longer than a month but within six months
Apartment avaliable,2900,1,bronx,longer than a month but within six months
"Apartment by owner (Bridgeport, CT)",1500,1,bridgeport,longer than a month but within six months
Apartment for Rent,1800,1,brooklyn,longer than a month but within six months
Apartment for Rent  2 Bedroom,1800,1,bronx,longer than a month but within six months
Apartment for Rent (Month to Month),3300,1,upper east side,longer than a month but within six months
Apartment for Rent - 1B 1B,2200,1,mohegan lake,longer than a month but within six months
Apartment for Rent -2nd Floor,3000,1,glendale,longer than a month but within six months
Apartment for leasing in NYC,5100,1,midtown,longer than a month but within six months
Apartment for rent,2200,1,bedford hills,longer than a month but within six months
Apartment for rent - 1 Bedroom,1600,1,staten island,longer than a month but within six months
"Apartment for rent, fully renovated. 3 bedroom 1 bath",3200,1,elmhurst,longer than a month but within six months
Apartment in Beautiful Brownstone Light & Gas Included,1795,1,crown heights,longer than a month but within six months
Apartment in Convenient Location With Updated Features,3500,1,buschwick,longer than a month but within six months
Apartment on rent,2995,1,jackson heights,longer than a month but within six months
"Apartments  1 - Bedroom $1,600 -",1600,1,yonkers,longer than a month but within six months
Apartments Available EASY APPROVAL PROCESS,1750,1,melsore,longer than a month but within six months
Apartments For Rent,1949,1,long island,longer than a month but within six months
Apartments Rentals. 1.5 Bedrooms (2BR),1750,1,yonkers,longer than a month but within six months
Apartments and More!!,1600,1,east village,longer than a month but within six months
Apartments in Greenpoint,2400,1,greenpoint,longer than a month but within six months
"Apartments,  Medical Offices, Stores/ and  Office x Rent",5000,1,jackson heights,longer than a month but within six months
Apt 2BR 1BA near LIRR buses Hub of NYC Nassau,2400,1,flushing,longer than a month but within six months
Apt For Rent  3 BR - 4 BR  Assurance,2500,1,yonkers,longer than a month but within six months
Apt for Rent,2800,1,westbury,longer than a month but within six months
Apt for Rent 1 Bedroom walk in w/backyard and parking,1900,1,bronx,longer than a month but within six months
Apt for Rent 3 Bedroom 1 Bath,3100,1,bronx,longer than a month but within six months
Artsy Studio - Private roof deck,2950,1,brooklyn,longer than a month but within six months
Asap move in 2 bed + office 1 bath apt in Williamsburg near Domino Park,4700,1,williamsburg,longer than a month but within six months
Astoria - 1br apartment - $750* (nanny wanted),750,1,astoria,longer than a month but within six months
Astoria 2 Bed!,5500,1,astoria,longer than a month but within six months
Astoria Studio For Rent,1400,1,astoria,longer than a month but within six months
Authentic New 5 Bedroom for Rent with Washer and Dryer,3200,1,mount vernon,longer than a month but within six months
Available 1BD/1BA Sublet at The Century in Riverdale,2346,1,riverdale,longer than a month but within six months
Available Immediately,3200,1,valley stream,longer than a month but within six months
Available Now!!! 2 bed near Utica Ave 3/4 train.,2350,1,crown heights,longer than a month but within six months
Awesome 1 Bed Apartment in Amenities Complex {REF#39},2199,1,buschwick,longer than a month but within six months
